clarity,cut,color,carat,x,price
VS2,Premium,E,0.54,5.32,1754
VS2,Ideal,E,0.54,5.21,1754
VS2,Ideal,E,0.54,5.26,1754
VS2,Ideal,E,0.54,5.24,1754
VS2,Ideal,E,0.54,5.2,1754
VS1,Ideal,G,0.54,5.22,1754
VS2,Premium,F,0.57,5.4,1754
VVS1,Ideal,D,0.43,4.83,1754
VVS1,Ideal,D,0.4,4.72,1754
VS1,Ideal,G,0.53,5.23,1754
VS1,Ideal,F,0.55,5.28,1754
VVS1,Good,G,0.52,5.26,1754
VS2,Very Good,D,0.55,5.29,1755
VS2,Very Good,E,0.56,5.25,1755
VS2,Very Good,E,0.56,5.29,1755
VS1,Very Good,E,0.5,5.09,1755
VS1,Very Good,E,0.5,5.02,1755
VS1,Premium,F,0.55,5.26,1755
SI1,Premium,E,0.56,5.27,1755
VS2,Ideal,E,0.59,5.33,1755
VS2,Ideal,D,0.55,5.2,1755
VS1,Ideal,E,0.5,5.09,1755
SI1,Ideal,G,0.56,5.27,1755
SI1,Good,J,0.71,5.61,1755
VS1,Premium,H,0.3,4.29,526
VS2,Good,G,0.3,4.25,526
VS2,Very Good,G,0.3,4.31,526
SI1,Ideal,E,0.3,4.29,526
VS2,Good,E,0.3,4.26,526
SI1,Very Good,E,0.3,4.27,526
VVS2,Premium,I,0.3,4.3,526
VS1,Good,H,0.3,4.24,526
SI1,Very Good,E,0.3,4.27,526
VS2,Very Good,G,0.3,4.27,526
VS1,Ideal,H,0.3,4.31,526
VS2,Very Good,G,0.3,4.29,526
VS2,Good,G,0.3,4.25,526
VS1,Very Good,H,0.3,4.21,526
VS2,Ideal,G,0.3,4.31,526
SI1,Good,E,0.3,4.22,526
SI1,Premium,E,0.3,4.28,526
VS1,Very Good,H,0.3,4.26,526
VS2,Ideal,G,0.3,4.26,526
SI1,Premium,E,0.3,4.31,526
VS2,Very Good,G,0.3,4.29,526
VVS2,Premium,I,0.3,4.28,526
VS1,Ideal,H,0.3,4.29,526
VS2,Ideal,G,0.3,4.27,526
VS1,Good,H,0.3,4.26,526
VS1,Very Good,H,0.3,4.3,526
SI1,Good,E,0.3,4.27,526
VS2,Good,G,0.3,4.27,526
SI1,Very Good,E,0.3,4.23,526
VS1,Ideal,H,0.3,4.33,526
VS2,Ideal,H,0.58,5.41,1755
VS1,Very Good,D,0.51,5.15,1756
VS1,Very Good,H,0.59,5.37,1757
SI1,Very Good,H,0.69,5.66,1757
VS1,Ideal,G,0.51,5.08,1757
VS1,Good,G,0.6,5.44,1757
VS1,Ideal,E,0.51,5.14,1758
VS2,Very Good,D,0.5,5.14,1758
VS1,Ideal,E,0.51,5.11,1758
VS2,Good,E,0.58,5.26,1758
VS1,Premium,E,0.51,5.13,1758
VS1,Ideal,G,0.52,5.11,1758
VS1,Good,F,0.56,5.24,1758
VS2,Premium,D,0.5,5.03,1758
VVS1,Premium,I,0.58,5.31,1758
VVS1,Ideal,I,0.58,5.34,1758
VS2,Ideal,G,0.58,5.38,1758
SI1,Ideal,E,0.58,5.38,1758
SI1,Ideal,E,0.58,5.39,1758
VS1,Premium,E,0.51,5.14,1758
VS2,Good,D,0.5,5.09,1758
VS2,Very Good,D,0.5,5.1,1758
VS2,Very Good,D,0.5,5.07,1758
VS2,Very Good,D,0.5,5.09,1758
SI1,Ideal,E,0.7,5.68,1758
SI2,Good,E,0.7,5.78,1758
SI2,Very Good,D,0.71,5.8,1758
I1,Fair,H,0.9,6.04,1758
VS2,Ideal,H,0.57,5.35,1759
VS1,Ideal,H,0.58,5.38,1759
VS1,Ideal,E,0.5,5.09,1759
VS1,Ideal,E,0.51,5.16,1759
SI1,Ideal,F,0.57,5.33,1759
SI1,Good,D,0.61,5.54,1759
VVS2,Ideal,G,0.5,5.02,1760
SI1,Very Good,J,0.71,5.66,1760
VS2,Premium,F,0.57,5.4,1760
VS2,Ideal,G,0.58,5.37,1760
VS2,Ideal,E,0.52,5.16,1760
VS1,Good,E,0.51,5.24,1760
VS1,Fair,H,0.63,5.65,1760
VS2,Ideal,F,0.57,5.35,1760
VS2,Ideal,F,0.57,5.36,1760
VS2,Premium,F,0.57,5.34,1760
VS1,Ideal,G,0.54,5.23,1760
VS2,Premium,E,0.54,5.32,1760
VS2,Very Good,E,0.54,5.21,1760
VS1,Premium,G,0.54,5.25,1760
VS1,Premium,G,0.54,5.28,1760
VS2,Premium,F,0.57,5.36,1760
VS2,Premium,F,0.57,5.44,1760
I1,Ideal,F,0.71,5.79,1761
VS2,Ideal,G,0.58,5.33,1761
VS2,Ideal,G,0.58,5.45,1761
VS2,Ideal,F,0.56,5.28,1761
VS2,Ideal,E,0.58,5.35,1761
VVS2,Very Good,G,0.51,5.1,1762
VS1,Ideal,H,0.54,5.28,1762
SI2,Fair,J,0.72,5.51,1762
VS1,Ideal,G,0.55,5.23,1763
SI1,Good,I,0.7,5.59,1763
SI1,Very Good,I,0.7,5.63,1763
VS2,Ideal,D,0.54,5.3,1763
IF,Ideal,I,0.54,5.21,1763
VS2,Premium,E,0.57,5.38,1763
VS2,Very Good,F,0.59,5.35,1764
SI2,Very Good,J,0.71,5.67,1764
VVS2,Very Good,G,0.5,5.05,1764
VVS2,Good,G,0.5,5.04,1764
VS1,Ideal,E,0.55,5.23,1764
VVS2,Premium,J,0.7,5.73,1764
VVS1,Ideal,D,0.37,4.6,1764
VS1,Ideal,H,0.58,5.33,1764
VS1,Premium,F,0.5,5.19,1764
SI2,Premium,G,0.72,5.89,1764
SI2,Premium,G,0.72,5.74,1764
SI1,Ideal,D,0.5,5.15,1764
VS2,Ideal,E,0.54,5.23,1765
VS1,Ideal,F,0.51,5.22,1765
VVS2,Ideal,G,0.5,5.06,1766
VVS2,Ideal,G,0.5,5.11,1766
VVS1,Ideal,H,0.51,5.12,1766
SI1,Ideal,H,0.6,5.46,1766
SI1,Premium,F,0.62,5.56,1766
VS1,Premium,F,0.53,5.32,1766
VS2,Ideal,E,0.55,5.43,1767
VS2,Ideal,D,0.51,5.21,1767
VS1,Very Good,E,0.52,5.21,1767
VVS1,Ideal,H,0.52,5.17,1767
VS1,Ideal,F,0.52,5.14,1767
SI2,Ideal,J,0.7,5.72,1767
VS1,Good,H,0.63,5.47,1767
SI1,Good,D,0.54,5.36,1767
VS2,Ideal,E,0.52,5.21,1767
VS2,Ideal,E,0.52,5.22,1767
VS2,Ideal,E,0.52,5.17,1767
VS2,Ideal,D,0.55,5.31,1768
VVS2,Very Good,G,0.51,5.17,1768
VVS2,Very Good,G,0.51,5.08,1768
VS2,Ideal,E,0.5,5.19,1768
VS2,Ideal,E,0.5,5.16,1768
SI2,Very Good,E,0.66,5.59,1769
VS2,Ideal,G,0.53,5.15,1769
VS2,Ideal,D,0.51,5.18,1769
SI1,Ideal,E,0.53,5.21,1769
VVS2,Good,G,0.53,5.11,1769
VS2,Premium,F,0.59,5.45,1769
VS2,Very Good,E,0.56,5.33,1770
VS1,Ideal,H,0.56,5.29,1770
SI1,Premium,D,0.54,5.38,1770
SI2,Fair,D,0.7,5.51,1770
VS1,Premium,F,0.54,5.3,1770
VS1,Premium,G,0.62,5.41,1770
VVS2,Very Good,H,0.59,5.39,1771
SI1,Good,H,0.7,5.59,1771
VS2,Good,E,0.54,5.27,1771
SI1,Premium,E,0.6,5.57,1771
SI1,Very Good,D,0.59,5.35,1771
VS1,Ideal,F,0.58,5.33,1772
VS1,Ideal,F,0.54,5.21,1772
VS2,Very Good,F,0.6,5.37,1772
VS1,Ideal,E,0.53,5.27,1772
VS1,Ideal,H,0.6,5.44,1772
VS1,Ideal,G,0.53,5.21,1772
VS2,Very Good,G,0.6,5.35,1773
VS2,Very Good,E,0.52,5.19,1773
VVS2,Very Good,I,0.61,5.47,1773
VS1,Ideal,E,0.56,5.26,1773
VS1,Premium,F,0.54,5.23,1773
I1,Fair,H,0.96,6.09,1773
SI1,Premium,I,0.71,5.73,1774
VS2,Very Good,F,0.51,5.22,1774
VS2,Premium,D,0.52,5.15,1774
VS2,Ideal,D,0.52,5.18,1774
VS2,Ideal,D,0.52,5.13,1774
VS2,Good,J,0.71,5.61,1774
VVS1,Ideal,H,0.54,5.22,1774
VS2,Ideal,G,0.59,5.36,1774
VS2,Ideal,E,0.54,5.24,1774
VS1,Ideal,F,0.54,5.28,1774
SI1,Ideal,D,0.6,5.39,1774
SI1,Good,I,0.71,5.64,1774
SI1,Good,I,0.71,5.79,1774
VS2,Premium,D,0.57,5.38,1775
VS1,Premium,E,0.5,5.09,1775
VS2,Premium,J,0.7,5.63,1775
VVS1,Ideal,H,0.53,5.16,1775
VS1,Good,D,0.53,5.22,1775
SI2,Premium,E,0.63,5.64,1775
SI2,Very Good,I,0.7,5.66,1775
SI2,Ideal,F,0.58,5.42,1776
VS1,Good,E,0.53,5.14,1776
VS1,Very Good,E,0.53,5.13,1776
VVS1,Ideal,H,0.51,5.15,1776
VVS1,Ideal,H,0.51,5.13,1776
VS2,Ideal,E,0.53,5.19,1776
SI1,Fair,F,0.29,4.48,1776
SI1,Very Good,D,0.6,5.36,1777
SI1,Very Good,D,0.6,5.44,1777
VS2,Very Good,F,0.55,5.29,1777
VS2,Very Good,F,0.55,5.25,1777
SI1,Ideal,E,0.54,5.28,1777
VS1,Good,G,0.58,5.44,1777
SI1,Very Good,D,0.56,5.22,1777
SI1,Premium,F,0.62,5.43,1777
I1,Premium,G,0.9,6.2,1777
SI2,Premium,D,0.62,5.48,1777
VS2,Ideal,E,0.57,5.37,1778
VVS1,Very Good,D,0.46,4.94,1778
VS1,Very Good,F,0.54,5.35,1778
VS1,Very Good,E,0.51,5.1,1778
VS1,Ideal,F,0.52,5.16,1778
VVS1,Ideal,H,0.52,5.2,1778
VS1,Ideal,F,0.52,5.13,1778
VS1,Ideal,F,0.52,5.16,1778
VS1,Ideal,F,0.52,5.14,1778
VVS2,Very Good,F,0.5,5.12,1778
VS1,Very Good,F,0.52,5.14,1778
VVS1,Ideal,E,0.4,4.74,1778
VVS1,Ideal,E,0.4,4.75,1778
SI1,Ideal,E,0.54,5.24,1778
VVS2,Good,E,0.46,4.97,1778
VS2,Premium,E,0.57,5.29,1778
VS1,Fair,E,0.53,5.22,1778
VS2,Ideal,F,0.56,5.33,1778
VS2,Premium,F,0.56,5.36,1778
VVS2,Ideal,G,0.5,5.13,1779
VS1,Ideal,D,0.51,5.09,1779
VS1,Ideal,D,0.51,5.08,1779
IF,Ideal,I,0.57,5.38,1779
VVS1,Ideal,F,0.47,4.98,1779
SI1,Ideal,E,0.62,5.47,1779
SI1,Ideal,D,0.63,5.52,1779
VVS1,Very Good,G,0.47,5.05,1780
VS1,Ideal,H,0.51,5.17,1780
SI1,Ideal,H,0.66,5.63,1780
VVS1,Ideal,H,0.53,5.24,1781
VVS1,Ideal,H,0.53,5.21,1781
VVS1,Ideal,H,0.53,5.22,1781
VS1,Ideal,G,0.51,5.1,1781
VS1,Ideal,G,0.51,5.25,1781
VS1,Ideal,G,0.51,5.14,1781
VS1,Ideal,G,0.51,5.21,1781
VS1,Premium,G,0.51,5.19,1781
VS1,Ideal,G,0.51,5.17,1781
VS1,Ideal,G,0.51,5.17,1781
VS1,Premium,G,0.51,5.13,1781
VS1,Premium,G,0.51,5.11,1781
VS1,Ideal,G,0.51,5.14,1781
VS1,Ideal,G,0.51,5.1,1781
VS1,Premium,G,0.51,5.1,1781
VS1,Premium,G,0.51,5.37,1781
VS1,Ideal,G,0.51,5.16,1781
VS1,Ideal,G,0.51,5.14,1781
VS2,Premium,E,0.51,5.24,1781
VS2,Premium,E,0.51,5.22,1781
VS2,Ideal,E,0.51,5.17,1781
VS2,Ideal,E,0.51,5.18,1781
VS2,Ideal,E,0.51,5.18,1781
VS2,Ideal,E,0.51,5.2,1781
VS2,Ideal,E,0.51,5.16,1781
VS2,Premium,E,0.51,5.15,1781
VS2,Premium,E,0.51,5.17,1781
VS2,Premium,E,0.51,5.15,1781
VS2,Ideal,E,0.51,5.16,1781
VS2,Ideal,E,0.51,5.14,1781
VS2,Premium,E,0.51,5.16,1781
VS2,Ideal,E,0.51,5.15,1781
VS2,Ideal,E,0.51,5.13,1781
VS2,Ideal,E,0.51,5.12,1781
VS2,Ideal,E,0.51,5.13,1781
VS2,Very Good,E,0.51,5.12,1781
VS2,Ideal,E,0.51,5.11,1781
VS2,Premium,E,0.51,5.11,1781
VS2,Premium,E,0.51,5.11,1781
VS2,Ideal,E,0.51,5.11,1781
VS2,Ideal,E,0.51,5.15,1781
VS2,Good,E,0.51,5.37,1781
VS2,Very Good,F,0.51,5.17,1781
VS1,Premium,G,0.51,5.12,1781
VS1,Ideal,J,0.7,5.67,1782
SI1,Ideal,G,0.59,5.38,1782
VS2,Ideal,D,0.53,5.21,1783
VS2,Ideal,D,0.53,5.29,1783
VS2,Premium,D,0.53,5.14,1783
VS2,Ideal,D,0.53,5.17,1783
SI1,Ideal,D,0.59,5.41,1783
SI2,Good,E,0.71,5.91,1783
VVS2,Very Good,G,0.5,5.07,1784
VS2,Very Good,F,0.59,5.39,1784
VVS2,Ideal,G,0.5,5.05,1784
VVS2,Ideal,G,0.52,5.15,1784
VS1,Fair,F,0.52,5.35,1784
SI1,Ideal,E,0.56,5.31,1784
I1,Fair,J,1.0,6.27,1784
VS2,Very Good,E,0.57,5.33,1785
SI1,Very Good,E,0.56,5.42,1785
SI1,Very Good,D,0.58,5.37,1785
SI1,Premium,J,0.72,5.74,1785
VS1,Good,G,0.61,5.47,1785
SI2,Premium,I,0.81,5.94,1786
VS2,Premium,E,0.55,5.26,1786
VS1,Ideal,G,0.55,5.29,1786
VS1,Ideal,G,0.55,5.29,1786
VS2,Very Good,E,0.55,5.27,1786
VS1,Very Good,G,0.55,5.25,1786
VS2,Very Good,E,0.55,5.25,1786
VS2,Ideal,E,0.53,5.27,1786
VS1,Good,H,0.64,5.47,1786
VVS2,Premium,H,0.54,5.31,1786
VS2,Premium,F,0.54,5.35,1786
VS2,Premium,F,0.54,5.36,1786
VS2,Ideal,F,0.54,5.32,1786
VS2,Ideal,F,0.54,5.31,1786
VS2,Ideal,F,0.54,5.25,1786
VS2,Ideal,F,0.54,5.24,1786
VS2,Premium,F,0.54,5.29,1786
VS2,Ideal,F,0.54,5.2,1786
SI1,Ideal,D,0.54,5.31,1786
SI1,Ideal,D,0.54,5.3,1786
SI1,Ideal,D,0.54,5.25,1786
SI1,Premium,D,0.54,5.24,1786
SI1,Premium,D,0.54,5.25,1786
SI1,Ideal,D,0.54,5.25,1786
SI1,Premium,D,0.54,5.24,1786
SI1,Premium,D,0.54,5.23,1786
SI1,Ideal,D,0.54,5.23,1786
SI1,Ideal,D,0.54,5.22,1786
VS2,Very Good,D,0.54,5.21,1786
I1,Fair,I,0.9,5.96,1786
VVS2,Ideal,G,0.5,5.11,1787
VS2,Ideal,D,0.51,5.09,1787
VS2,Very Good,D,0.51,5.16,1787
VS2,Very Good,D,0.51,5.12,1787
VS2,Ideal,D,0.51,5.15,1787
VS2,Ideal,D,0.51,5.1,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.12,1787
VS2,Ideal,D,0.51,5.09,1787
VS1,Premium,H,0.3,4.3,526
VS2,Very Good,G,0.3,4.24,526
VS1,Ideal,H,0.3,4.27,526
VS1,Premium,H,0.3,4.27,526
VS1,Premium,H,0.3,4.23,526
VS1,Premium,H,0.3,4.26,526
SI1,Premium,E,0.3,4.36,526
VS1,Ideal,H,0.3,4.28,526
VS2,Ideal,G,0.3,4.28,526
SI1,Very Good,E,0.3,4.35,526
VS1,Ideal,H,0.3,4.25,526
SI1,Very Good,E,0.3,4.25,526
VS2,Good,G,0.3,4.24,526
SI1,Very Good,E,0.3,4.24,526
SI1,Very Good,E,0.3,4.24,526
SI1,Good,E,0.3,4.21,526
VS2,Ideal,G,0.3,4.28,526
SI1,Good,E,0.3,4.24,526
VVS2,Premium,I,0.3,4.28,526
SI1,Good,E,0.3,4.27,526
VVS2,Very Good,I,0.3,4.28,526
SI1,Very Good,E,0.3,4.25,526
SI1,Premium,E,0.3,4.24,526
SI1,Very Good,J,0.4,4.76,526
SI1,Premium,E,0.3,4.3,526
SI1,Very Good,E,0.3,4.27,526
VS2,Very Good,G,0.3,4.31,526
SI1,Very Good,E,0.3,4.27,526
VS1,Good,H,0.3,4.22,526
VS2,Premium,D,0.51,5.18,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.09,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.16,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.15,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.13,1787
VS2,Ideal,D,0.51,5.11,1787
VS2,Ideal,D,0.51,5.13,1787
VS2,Ideal,D,0.51,5.16,1787
VS1,Ideal,F,0.56,5.25,1787
VVS1,Ideal,H,0.56,5.26,1787
I1,Fair,F,0.97,6.26,1787
SI2,Very Good,J,0.7,5.64,1788
SI2,Very Good,J,0.72,5.79,1788
SI1,Good,I,0.71,5.54,1788
VS1,Fair,F,0.57,5.23,1788
VS2,Very Good,E,0.59,5.39,1789
VS2,Ideal,E,0.59,5.38,1789
VS2,Ideal,G,0.59,5.38,1789
VS2,Premium,G,0.59,5.43,1789
SI1,Premium,E,0.59,5.39,1789
SI1,Ideal,E,0.59,5.39,1789
SI1,Ideal,E,0.59,5.39,1789
SI1,Ideal,E,0.59,5.4,1789
SI1,Ideal,E,0.59,5.36,1789
I1,Fair,J,0.99,6.01,1789
VVS1,Very Good,I,0.58,5.31,1790
VVS2,Ideal,J,0.7,5.67,1790
SI2,Good,H,0.7,5.58,1790
SI1,Good,I,0.7,5.59,1790
SI1,Ideal,I,0.7,5.72,1790
SI2,Very Good,G,0.7,5.82,1790
SI1,Ideal,E,0.59,5.38,1790
VS2,Ideal,F,0.58,5.37,1790
VS2,Ideal,F,0.58,5.37,1790
VS1,Ideal,H,0.52,5.21,1790
VVS2,Very Good,G,0.5,4.98,1791
VS1,Ideal,G,0.53,5.21,1791
VS1,Ideal,E,0.56,5.3,1791
VS1,Ideal,E,0.56,5.37,1791
IF,Ideal,G,0.48,5.03,1791
VVS2,Good,G,0.5,5.06,1791
VVS2,Fair,G,0.5,5.02,1791
VS2,Ideal,E,0.56,5.29,1792
VS1,Ideal,D,0.5,5.1,1792
VVS1,Fair,D,0.5,4.92,1792
VS1,Premium,G,0.55,5.36,1792
VS1,Ideal,G,0.55,5.28,1792
VS2,Ideal,E,0.55,5.32,1792
VS2,Ideal,E,0.55,5.34,1792
SI2,Fair,F,0.7,5.65,1792
VS2,Premium,J,0.77,5.86,1792
SI2,Premium,F,0.7,5.75,1792
SI2,Very Good,F,0.7,5.66,1792
SI2,Good,F,0.7,5.58,1792
VS1,Ideal,E,0.52,5.15,1793
VS1,Ideal,E,0.52,5.16,1793
SI1,Ideal,E,0.59,5.45,1793
SI1,Ideal,D,0.59,5.36,1793
VS2,Good,G,0.6,5.31,1793
VS2,Good,G,0.6,5.45,1793
SI2,Good,E,0.7,5.85,1793
SI1,Good,E,0.61,5.4,1793
VS1,Premium,E,0.52,5.18,1793
VS2,Very Good,D,0.51,5.13,1793
VS2,Very Good,D,0.51,5.1,1793
VS2,Very Good,D,0.51,5.1,1793
VS1,Premium,H,0.61,5.53,1793
VVS2,Very Good,G,0.52,5.15,1794
VVS2,Ideal,G,0.51,5.08,1794
SI1,Premium,E,0.58,5.38,1794
VS1,Very Good,D,0.47,5.07,1795
VS1,Good,D,0.5,5.02,1795
SI2,Very Good,I,0.7,5.64,1795
SI2,Very Good,I,0.7,5.73,1795
VS2,Ideal,G,0.6,5.4,1795
VS2,Ideal,E,0.51,5.13,1795
VS2,Very Good,D,0.55,5.2,1796
I1,Premium,I,0.85,6.24,1796
VVS2,Ideal,G,0.53,5.18,1797
VS2,Ideal,F,0.58,5.4,1798
VS2,Ideal,F,0.58,5.31,1798
IF,Ideal,H,0.52,5.17,1798
SI2,Very Good,H,0.72,5.66,1799
IF,Very Good,H,0.5,5.08,1799
VVS2,Ideal,G,0.55,5.27,1799
VS2,Very Good,D,0.55,5.24,1799
VS1,Ideal,F,0.54,5.23,1799
SI2,Fair,H,0.72,5.58,1799
SI2,Good,H,0.72,5.68,1799
SI1,Fair,I,0.72,5.69,1799
SI1,Premium,D,0.6,5.39,1799
SI1,Premium,I,0.72,5.88,1799
VS1,Premium,F,0.51,5.22,1799
VVS1,Very Good,G,0.51,5.08,1800
VVS2,Good,G,0.51,5.08,1800
VVS2,Good,G,0.51,5.04,1800
VVS2,Good,G,0.51,5.06,1800
SI1,Ideal,E,0.61,5.5,1800
VVS1,Ideal,G,0.46,5.0,1800
VS1,Ideal,H,0.57,5.34,1800
VS1,Ideal,F,0.53,5.18,1800
VS2,Premium,G,0.61,5.43,1800
VVS2,Ideal,H,0.53,5.22,1800
SI2,Ideal,H,0.71,5.75,1800
VVS1,Very Good,I,0.65,5.53,1801
VS1,Very Good,E,0.5,5.07,1801
VVS2,Ideal,G,0.54,5.19,1801
VS1,Good,F,0.57,5.35,1801
SI2,Very Good,I,0.7,5.63,1801
VS2,Ideal,E,0.53,5.23,1801
VS2,Ideal,E,0.53,5.21,1801
VS1,Premium,E,0.5,5.16,1801
VS2,Ideal,D,0.52,5.27,1802
VS1,Fair,J,0.73,5.68,1802
VS2,Ideal,D,0.52,5.19,1802
SI1,Premium,F,0.66,5.69,1802
SI1,Fair,H,0.7,5.54,1803
VS1,Ideal,G,0.52,5.19,1803
VS1,Ideal,G,0.52,5.13,1803
SI1,Ideal,D,0.56,5.31,1803
VS2,Ideal,F,0.53,5.21,1803
VS1,Ideal,G,0.59,5.37,1803
SI2,Premium,I,0.74,5.89,1803
VS1,Very Good,D,0.5,5.07,1804
VS1,Ideal,G,0.54,5.22,1804
VS2,Very Good,F,0.61,5.34,1805
SI2,Very Good,J,0.71,5.75,1805
VS1,Ideal,F,0.55,5.24,1805
VVS1,Ideal,I,0.58,5.34,1805
I1,Fair,I,1.0,6.2,1805
VS1,Very Good,E,0.52,5.14,1806
VS1,Very Good,E,0.5,5.19,1806
VS1,Very Good,E,0.5,5.13,1806
VS1,Good,E,0.5,5.19,1806
IF,Good,F,0.46,5.12,1806
IF,Good,F,0.46,5.16,1806
VVS2,Very Good,G,0.5,5.1,1806
VVS2,Premium,G,0.5,5.09,1806
VVS2,Premium,G,0.5,5.1,1806
VVS2,Premium,G,0.5,5.14,1806
VVS2,Good,G,0.5,5.05,1806
VVS2,Good,G,0.5,5.06,1806
SI2,Very Good,D,0.7,5.63,1806
SI2,Good,F,0.7,5.63,1806
SI2,Premium,F,0.7,5.81,1806
SI2,Premium,F,0.7,5.79,1806
VS2,Ideal,F,0.52,5.23,1806
VVS2,Ideal,H,0.55,5.28,1806
SI2,Fair,D,0.7,5.56,1806
SI2,Premium,D,0.7,5.75,1806
SI2,Premium,F,0.72,5.83,1806
VS2,Very Good,E,0.57,5.29,1807
SI2,Very Good,H,0.7,5.6,1807
SI1,Very Good,J,0.77,5.86,1807
VS2,Ideal,G,0.53,5.25,1807
VS2,Premium,D,0.51,5.12,1807
VS2,Premium,D,0.51,5.09,1807
VS2,Premium,D,0.51,5.12,1807
VS2,Ideal,D,0.51,5.16,1807
VS1,Premium,D,0.5,5.05,1807
VS2,Premium,D,0.53,5.23,1808
SI2,Premium,G,0.71,5.82,1808
VS2,Premium,D,0.6,5.43,1808
SI1,Fair,H,0.7,5.49,1808
SI2,Premium,E,0.72,5.88,1808
VS2,Ideal,D,0.5,5.12,1808
SI2,Premium,H,0.7,5.75,1808
I1,Fair,H,0.96,6.21,1808
I1,Fair,H,0.96,6.13,1808
VS1,Ideal,H,0.62,5.43,1808
VS2,Ideal,E,0.58,5.42,1809
VS2,Ideal,E,0.58,5.43,1809
VVS1,Ideal,H,0.52,5.17,1809
VS2,Ideal,F,0.58,5.41,1809
VS2,Ideal,E,0.58,5.43,1809
VS2,Ideal,D,0.53,5.17,1809
VS1,Ideal,G,0.54,5.22,1809
VS1,Ideal,F,0.55,5.25,1809
SI1,Premium,F,0.67,5.65,1809
SI1,Ideal,G,0.67,5.63,1809
SI1,Good,J,0.76,5.78,1809
SI2,Very Good,G,0.79,5.83,1809
VVS1,Ideal,G,0.51,5.09,1810
VS1,Ideal,D,0.51,5.15,1810
SI1,Ideal,D,0.57,5.35,1810
VS2,Ideal,F,0.58,5.32,1811
SI1,Good,G,0.67,5.58,1811
VS1,Fair,H,0.7,5.48,1811
SI1,Ideal,F,0.56,5.35,1811
SI1,Premium,E,0.64,5.57,1811
VS1,Ideal,F,0.53,5.16,1812
VS1,Ideal,F,0.53,5.2,1812
VS1,Ideal,F,0.53,5.17,1812
VS1,Ideal,F,0.53,5.18,1812
VS1,Ideal,F,0.53,5.15,1812
SI1,Premium,E,0.58,5.35,1812
SI1,Premium,E,0.61,5.51,1812
VS2,Premium,D,0.51,5.12,1812
VS2,Good,E,0.51,5.33,1812
VS1,Very Good,F,0.51,5.22,1812
VS2,Very Good,F,0.59,5.44,1813
VS1,Very Good,F,0.54,5.24,1813
VVS2,Ideal,G,0.51,5.22,1813
VVS2,Very Good,G,0.5,5.1,1813
VS1,Ideal,D,0.53,5.19,1813
VVS2,Good,G,0.51,5.24,1813
VS1,Premium,G,0.53,5.32,1813
VS1,Ideal,G,0.53,5.22,1813
VS1,Ideal,G,0.53,5.21,1813
VS1,Ideal,G,0.53,5.19,1813
VS1,Premium,G,0.53,5.2,1813
VS1,Ideal,G,0.53,5.2,1813
VS1,Ideal,G,0.53,5.18,1813
VS1,Ideal,G,0.53,5.18,1813
VS2,Ideal,E,0.53,5.3,1813
VS2,Premium,E,0.53,5.27,1813
VS2,Ideal,E,0.53,5.22,1813
VS2,Ideal,E,0.53,5.24,1813
VS2,Ideal,E,0.53,5.24,1813
VS2,Premium,E,0.53,5.21,1813
VS2,Ideal,E,0.53,5.25,1813
VS2,Ideal,E,0.53,5.21,1813
VS2,Ideal,E,0.53,5.18,1813
VS2,Ideal,E,0.53,5.2,1813
VS2,Premium,E,0.53,5.22,1813
VS2,Ideal,E,0.53,5.2,1813
VVS2,Ideal,H,0.56,5.38,1814
SI2,Ideal,H,0.72,5.79,1814
VS2,Premium,I,0.7,5.71,1814
SI2,Ideal,G,0.7,5.68,1814
SI2,Premium,G,0.7,5.58,1814
VS2,Premium,F,0.54,5.23,1814
SI2,Very Good,G,0.7,5.61,1814
VS2,Premium,J,0.72,5.72,1814
IF,Ideal,G,0.47,4.99,1814
VS2,Fair,I,0.7,5.53,1814
VS2,Ideal,F,0.56,5.29,1814
VS2,Ideal,F,0.56,5.32,1814
VVS2,Premium,H,0.56,5.48,1814
VS2,Ideal,F,0.56,5.29,1814
SI1,Premium,D,0.6,5.5,1814
VS2,Ideal,F,0.56,5.37,1814
SI1,Ideal,D,0.56,5.34,1814
SI1,Ideal,D,0.56,5.34,1814
SI1,Ideal,D,0.56,5.36,1814
SI1,Premium,D,0.56,5.39,1814
SI1,Premium,D,0.56,5.36,1814
SI1,Ideal,D,0.56,5.33,1814
SI1,Premium,D,0.56,5.33,1814
SI1,Premium,D,0.56,5.31,1814
SI1,Premium,D,0.56,5.33,1814
SI1,Ideal,D,0.56,5.26,1814
VVS1,Ideal,H,0.54,5.25,1814
SI2,Very Good,I,0.72,5.71,1814
VS2,Very Good,J,0.72,5.77,1814
VS2,Fair,F,0.56,5.49,1814
VVS2,Premium,F,0.5,5.2,1814
SI1,Very Good,F,0.65,5.62,1814
VS1,Ideal,F,0.54,5.31,1814
SI2,Premium,G,0.7,5.84,1814
VS1,Ideal,G,0.57,5.34,1815
